化学式,相,温度,结构文件,密度_Atom_per_Angstrom3,体系原子数,贡献者,HPC来源路径,代表帧来源
Sb21Te32,amorphous,300K,xqd/12-aging-process/cry/3-ST/2_2_2/2/1-opt/CONTCAR,0.02826,53,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/2_2_2/2/1-opt/CONTCAR,opt-CONTCAR
Sb21Te32,amorphous,300K,xqd/12-aging-process/cry/3-ST/2_2_2/3/1-opt/CONTCAR,0.02811,53,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/2_2_2/3/1-opt/CONTCAR,opt-CONTCAR
Sb21Te32,amorphous,300K,xqd/12-aging-process/cry/3-ST/2_2_2/4/1-opt/CONTCAR,0.02823,53,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/2_2_2/4/1-opt/CONTCAR,opt-CONTCAR
Sb21Te32,amorphous,300K,xqd/12-aging-process/cry/3-ST/2_2_2/5/1-opt/CONTCAR,0.02813,53,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/2_2_2/5/1-opt/CONTCAR,opt-CONTCAR
Sb72Te108,amorphous,300K,xqd/12-aging-process/cry/3-ST/3_3_3/1/1-opt/CONTCAR,0.02843,180,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/3_3_3/1/1-opt/CONTCAR,opt-CONTCAR
Sb72Te108,amorphous,300K,xqd/12-aging-process/cry/3-ST/3_3_3/2/2-opt2/CONTCAR,0.02836,180,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/3_3_3/2/2-opt2/CONTCAR,opt-CONTCAR
Sb72Te108,amorphous,300K,xqd/12-aging-process/cry/3-ST/3_3_3/3/2-opt2/CONTCAR,0.02844,180,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/3_3_3/3/2-opt2/CONTCAR,opt-CONTCAR
Sb72Te108,amorphous,300K,xqd/12-aging-process/cry/3-ST/3_3_3/4/1-opt/CONTCAR,0.02838,180,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/3_3_3/4/1-opt/CONTCAR,opt-CONTCAR
Sb72Te108,amorphous,300K,xqd/12-aging-process/cry/3-ST/3_3_3/5/1-opt/CONTCAR,0.02843,180,Qundao Xu,~/xqd/12-aging-process/cry/3-ST/3_3_3/5/1-opt/CONTCAR,opt-CONTCAR
Sb64,amorphous,300K,xqd/2-Sb/01-64atom_amor/6-opt/CONTCAR,0.03212,64,Qundao Xu,~/xqd/2-Sb/01-64atom_amor/6-opt/CONTCAR,opt-CONTCAR
Sb125,amorphous,300K,xqd/2-Sb/02-125atom_amor/5-opt/CONTCAR,0.02968,125,Qundao Xu,~/xqd/2-Sb/02-125atom_amor/5-opt/CONTCAR,opt-CONTCAR
Sb216,amorphous,300K,xqd/2-Sb/03-216atom_amor/5-opt/CONTCAR,0.03005,216,Qundao Xu,~/xqd/2-Sb/03-216atom_amor/5-opt/CONTCAR,opt-CONTCAR
Sb300,amorphous,400K,xqd/2-Sb/1-amor/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/1-amor/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/1-amor/31-amor-450K/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/1-amor/31-amor-450K/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/1-amor/32-amor-450K/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/1-amor/32-amor-450K/POSCAR,md-first-frame
Sb300,amorphous,400K,xqd/2-Sb/2-amor/POSCAR,0.02987,300,Qundao Xu,~/xqd/2-Sb/2-amor/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/2-amor/41-amor-450K/POSCAR,0.02987,300,Qundao Xu,~/xqd/2-Sb/2-amor/41-amor-450K/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/2-amor/42-amor-450K/POSCAR,0.02987,300,Qundao Xu,~/xqd/2-Sb/2-amor/42-amor-450K/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/3-perturb/1/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/3-perturb/1/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/3-perturb/2/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/3-perturb/2/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/3-perturb/3/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/3-perturb/3/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/3-perturb/4/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/3-perturb/4/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/3-perturb/5/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/3-perturb/5/POSCAR,md-first-frame
Sb300,amorphous,450K,xqd/2-Sb/4-temp/1-450K/POSCAR,0.03136,300,Qundao Xu,~/xqd/2-Sb/4-temp/1-450K/POSCAR,md-first-frame
Sb64,amorphous,400K,xqd/2-Sb/cubic/2-400K/POSCAR,0.03411,64,Qundao Xu,~/xqd/2-Sb/cubic/2-400K/POSCAR,md-first-frame
Sb108,amorphous,450K,xqd/2-Sb/trigonal/1-450K/POSCAR,0.03181,108,Qundao Xu,~/xqd/2-Sb/trigonal/1-450K/POSCAR,md-first-frame
Ge150Se105Te45,amorphous,300K,xqd/5-GSS/70/opt/CONTCAR,0.03448,300,Qundao Xu,~/xqd/5-GSS/70/opt/CONTCAR,opt-CONTCAR
Ag12In9Sb201Te78,amorphous,300K,xqd/7-Tr/1-AIST/POSCAR,0.02855,300,Qundao Xu,~/xqd/7-Tr/1-AIST/POSCAR,md-first-frame
Ge100Se200,amorphous,300K,xqd/7-Tr/2-GeSe2/0-model-10K/300K/POSCAR,0.03478,300,Qundao Xu,~/xqd/7-Tr/2-GeSe2/0-model-10K/300K/POSCAR,md-first-frame
Ge64Se130,amorphous,300K,xqd/7-Tr/2-GeSe2/2-BLYP/194atoms/3-opt/CONTCAR,0.03036,194,Qundao Xu,~/xqd/7-Tr/2-GeSe2/2-BLYP/194atoms/3-opt/CONTCAR,opt-CONTCAR
S180Sb120,amorphous,300K,xqd/7-Tr/3-SbS/POSCAR,0.03679,300,Qundao Xu,~/xqd/7-Tr/3-SbS/POSCAR,md-first-frame
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/1-64atom/1-model/equb/4-opt/CONTCAR,0.03,58,Qundao Xu,~/xqd/7-Tr/4-GST225/1-64atom/1-model/equb/4-opt/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/1-64atom/2-model/22-300K-4kstep/opt/CONTCAR,0.0286,58,Qundao Xu,~/xqd/7-Tr/4-GST225/1-64atom/2-model/22-300K-4kstep/opt/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/1-64atom/3-model/22-300K-4kstep/opt/CONTCAR,0.0286,58,Qundao Xu,~/xqd/7-Tr/4-GST225/1-64atom/3-model/22-300K-4kstep/opt/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/7-Tr/4-GST225/2-216atom/1-model/23-300K-6kstep/opt/CONTCAR,0.02871,194,Qundao Xu,~/xqd/7-Tr/4-GST225/2-216atom/1-model/23-300K-6kstep/opt/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/7-Tr/4-GST225/2-216atom/2-model/21-300K-2kstep/opt/CONTCAR,0.0288,194,Qundao Xu,~/xqd/7-Tr/4-GST225/2-216atom/2-model/21-300K-2kstep/opt/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/7-Tr/4-GST225/2-216atom/3-model/21-300K-2kstep/opt/CONTCAR,0.02871,194,Qundao Xu,~/xqd/7-Tr/4-GST225/2-216atom/3-model/21-300K-2kstep/opt/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/3-function/1-64atoms/5-BLYP/3-opt/CONTCAR,0.02434,58,Qundao Xu,~/xqd/7-Tr/4-GST225/3-function/1-64atoms/5-BLYP/3-opt/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/3-function/1-64atoms/1-HSE06/4-MD/2/POSCAR,0.02978,58,Qundao Xu,~/xqd/7-Tr/4-GST225/3-function/1-64atoms/1-HSE06/4-MD/2/POSCAR,md-first-frame
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/3-function/1-64atoms/1-HSE06/4-MD/3/POSCAR,0.02978,58,Qundao Xu,~/xqd/7-Tr/4-GST225/3-function/1-64atoms/1-HSE06/4-MD/3/POSCAR,md-first-frame
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/2-opt-HSE03/CONTCAR,0.03,58,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/2-opt-HSE03/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/1-opt-HSE06/1-scale/CONTCAR,0.02929,58,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/1-opt-HSE06/1-scale/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/2-opt-HSE03/1-scale/CONTCAR,0.02929,58,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/2-opt-HSE03/1-scale/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/3-opt-PBE0/1-scale/CONTCAR,0.03,58,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/3-opt-PBE0/1-scale/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/4-B3LYP/1-scale/CONTCAR,0.02697,58,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/1-64atoms/4-B3LYP/1-scale/CONTCAR,opt-CONTCAR
Ge28Sb28Te69,amorphous,300K,xqd/7-Tr/4-GST225/4-opt-hybrid/2-125atoms/1-HSE06/CONTCAR,0.0324,125,Qundao Xu,~/xqd/7-Tr/4-GST225/4-opt-hybrid/2-125atoms/1-HSE06/CONTCAR,opt-CONTCAR
Sb255Zr45,amorphous,300K,xqd/8-Sb-X/10-Zr/0-opt/CONTCAR,0.03712,300,Qundao Xu,~/xqd/8-Sb-X/10-Zr/0-opt/CONTCAR,opt-CONTCAR
Sb108Te162Y30,amorphous,300K,xqd/8-Sb-X/11-Sb2Te3-Y/3-opt/CONTCAR,0.02711,300,Qundao Xu,~/xqd/8-Sb-X/11-Sb2Te3-Y/3-opt/CONTCAR,opt-CONTCAR
Sb255Y45,amorphous,300K,xqd/8-Sb-X/9-Y/0-opt/CONTCAR,0.03448,300,Qundao Xu,~/xqd/8-Sb-X/9-Y/0-opt/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/1-2+/0-relax-pbe/CONTCAR,0.08485,95,Qundao Xu,~/xqd/9-HfO/1-222/1-2+/0-relax-pbe/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/2-1+/2-opt3-lda/CONTCAR,0.08529,95,Qundao Xu,~/xqd/9-HfO/1-222/2-1+/2-opt3-lda/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/2-1+/3-opt3-spin/CONTCAR,0.0853,95,Qundao Xu,~/xqd/9-HfO/1-222/2-1+/3-opt3-spin/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/3-0/1-opt3-pbe/CONTCAR,0.08484,95,Qundao Xu,~/xqd/9-HfO/1-222/3-0/1-opt3-pbe/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/4-1-/1-opt3-pbe/opt-lda/CONTCAR,0.08453,95,Qundao Xu,~/xqd/9-HfO/1-222/4-1-/1-opt3-pbe/opt-lda/CONTCAR,opt-CONTCAR
Hf32O63,amorphous,300K,xqd/9-HfO/1-222/5-2-/2-opt3-lda/CONTCAR,0.08398,95,Qundao Xu,~/xqd/9-HfO/1-222/5-2-/2-opt3-lda/CONTCAR,opt-CONTCAR
C17Ge17Sb66Te116,amorphous,300K,xqd/GST147/POSCAR,0.0285,216,Qundao Xu,~/xqd/GST147/POSCAR,md-first-frame
Ge72Sb108Te126,amorphous,300K,xqd/GST467/0-467/2-300K/opt/CONTCAR,0.02939,306,Qundao Xu,~/xqd/GST467/0-467/2-300K/opt/CONTCAR,opt-CONTCAR
Ge68Sb68Te170,amorphous,300K,xqd/GST467/1-225/21-300K/opt/CONTCAR,0.02852,306,Qundao Xu,~/xqd/GST467/1-225/21-300K/opt/CONTCAR,opt-CONTCAR
Ge68Sb68Te170,amorphous,300K,xqd/NN-val/MD-NN-stru/amorphous/POSCAR,0.0285,306,Qundao Xu,~/xqd/NN-val/MD-NN-stru/amorphous/POSCAR,md-first-frame
Ge68Sb68Te170,amorphous,300K,xqd/NN-val/dynamic/DFT/POSCAR,0.02852,306,Qundao Xu,~/xqd/NN-val/dynamic/DFT/POSCAR,md-first-frame
Ge68Sb68Te170,amorphous,300K,xqd/NN-val/dynamic/NN/POSCAR,0.02852,306,Qundao Xu,~/xqd/NN-val/dynamic/NN/POSCAR,md-first-frame
Ge68Sb68Te170,amorphous,300K,xqd/NN-val/rebuild_from_init/3-relax/POSCAR,0.0285,306,Qundao Xu,~/xqd/NN-val/rebuild_from_init/3-relax/POSCAR,md-first-frame
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/1-demo/inputs/prep/CONTCAR,0.0325,204,Qundao Xu,~/xqd/mcp_workspace/1-demo/inputs/prep/CONTCAR,opt-CONTCAR
Ge13Sb13Te32,amorphous,300K,xqd/mcp_workspace/2026-05-20/M0_cp_vol/inputs/prep/CONTCAR,0.03088,58,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/M0_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge13N3Sb13Te32,amorphous,300K,xqd/mcp_workspace/2026-05-20/M1_cp_vol/inputs/prep/CONTCAR,0.03274,61,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/M1_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge19Sb13Te32,amorphous,300K,xqd/mcp_workspace/2026-05-20/M4_cp_vol/inputs/prep/CONTCAR,0.03366,64,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/M4_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/cp_vol/M0_cp_vol/inputs/prep/CONTCAR,0.0314,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/cp_vol/M0_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/cp_vol/M1_cp_vol/inputs/prep/CONTCAR,0.03288,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/cp_vol/M1_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/cp_vol/M4_cp_vol/inputs/prep/CONTCAR,0.03243,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/cp_vol/M4_cp_vol/inputs/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_1/prep/CONTCAR,0.03104,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_1/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_2/prep/CONTCAR,0.03097,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_2/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_3/prep/CONTCAR,0.03096,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_3/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_4/prep/CONTCAR,0.03102,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_4/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_5/prep/CONTCAR,0.03105,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M0/inputs_hse06/seed_5/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_1/prep/CONTCAR,0.03257,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_1/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_2/prep/CONTCAR,0.03247,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_2/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_3/prep/CONTCAR,0.03255,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_3/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_4/prep/CONTCAR,0.03236,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_4/prep/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_5/prep/CONTCAR,0.03266,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M1/inputs_hse06/seed_5/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_1/prep/CONTCAR,0.03279,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_1/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_2/prep/CONTCAR,0.03276,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_2/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_3/prep/CONTCAR,0.0328,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_3/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_4/prep/CONTCAR,0.03279,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_4/prep/CONTCAR,opt-CONTCAR
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_5/prep/CONTCAR,0.03285,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/hse_rho_c/M4/inputs_hse06/seed_5/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/melt/M0_T_melt/inputs/prep/CONTCAR,0.03097,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/melt/M0_T_melt/inputs/prep/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M0_rho_a/inputs/stage3_relax/CONTCAR,0.028,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M0_rho_a/inputs/stage3_relax/CONTCAR,opt-CONTCAR
Ge43Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M0_rho_a/inputs/stage4_nvt_300K/POSCAR,0.028,194,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M0_rho_a/inputs/stage4_nvt_300K/POSCAR,md-first-frame
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M1_rho_a/inputs/stage3_relax/CONTCAR,0.028,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M1_rho_a/inputs/stage3_relax/CONTCAR,opt-CONTCAR
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M1_rho_a/inputs/stage4_nvt_300K/POSCAR,0.028,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M1_rho_a/inputs/stage4_nvt_300K/POSCAR,md-first-frame
Ge43N10Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M1_rho_c/inputs/prep/CONTCAR,0.03288,204,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M1_rho_c/inputs/prep/CONTCAR,opt-CONTCAR
Ge65Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M4_rho_a/inputs/stage3_relax/CONTCAR,0.028,216,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M4_rho_a/inputs/stage3_relax/CONTCAR,opt-CONTCAR
Ge65Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M4_rho_a/inputs/stage4_nvt_300K/POSCAR,0.028,216,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M4_rho_a/inputs/stage4_nvt_300K/POSCAR,md-first-frame
Ge57Sb43Te108,amorphous,300K,xqd/mcp_workspace/2026-05-20/rho/M4_rho_c/inputs/prep/CONTCAR,0.03243,208,Qundao Xu,~/xqd/mcp_workspace/2026-05-20/rho/M4_rho_c/inputs/prep/CONTCAR,opt-CONTCAR
Ge150Se150,amorphous,300K,ysj/1-GeSe/3-opt/CONTCAR,0.03587,300,Qundao Xu,~/ysj/1-GeSe/3-opt/CONTCAR,opt-CONTCAR
Ge150Se150,amorphous,300K,ysj/1-GeSe/grcmodel/3-opt/CONTCAR,0.03652,300,Qundao Xu,~/ysj/1-GeSe/grcmodel/3-opt/CONTCAR,opt-CONTCAR
Ge150Se150,amorphous,300K,ysj/1-GeSe/models/fix-mgs/1/3-opt/CONTCAR,0.03614,300,Qundao Xu,~/ysj/1-GeSe/models/fix-mgs/1/3-opt/CONTCAR,opt-CONTCAR
Ge150Se150,amorphous,300K,ysj/1-GeSe/models/fix-mgs/2/3-opt/CONTCAR,0.03566,300,Qundao Xu,~/ysj/1-GeSe/models/fix-mgs/2/3-opt/CONTCAR,opt-CONTCAR
Te300,amorphous,300K,ysj/10-Te/4-md/POSCAR,0.02459,300,Qundao Xu,~/ysj/10-Te/4-md/POSCAR,md-first-frame
Te300,amorphous,300K,ysj/10-Te/2-quench/4-4000frames/3-opt/CONTCAR,0.02408,300,Qundao Xu,~/ysj/10-Te/2-quench/4-4000frames/3-opt/CONTCAR,opt-CONTCAR
Te300,amorphous,300K,ysj/10-Te/3-quench/1-725frames/3-opt/CONTCAR,0.02432,300,Qundao Xu,~/ysj/10-Te/3-quench/1-725frames/3-opt/CONTCAR,opt-CONTCAR
Ge17Sb102Te170,amorphous,300K,ysj/11-GSTcheck/1-1610/4-md/POSCAR,0.02627,289,Qundao Xu,~/ysj/11-GSTcheck/1-1610/4-md/POSCAR,md-first-frame
Ge17Sb102Te170,amorphous,300K,ysj/11-GSTcheck/1-1610/2-quench/2-2000frames/3-opt/CONTCAR,0.02561,289,Qundao Xu,~/ysj/11-GSTcheck/1-1610/2-quench/2-2000frames/3-opt/CONTCAR,opt-CONTCAR
Ge25Sb100Te175,amorphous,300K,ysj/11-GSTcheck/2-147/4-md/POSCAR,0.02681,300,Qundao Xu,~/ysj/11-GSTcheck/2-147/4-md/POSCAR,md-first-frame
Ge25Sb100Te175,amorphous,300K,ysj/11-GSTcheck/2-147/2-quench/1-1000frames/3-opt/CONTCAR,0.02681,300,Qundao Xu,~/ysj/11-GSTcheck/2-147/2-quench/1-1000frames/3-opt/CONTCAR,opt-CONTCAR
Ge43Sb86Te172,amorphous,300K,ysj/11-GSTcheck/3-124/4-md/POSCAR,0.02765,301,Qundao Xu,~/ysj/11-GSTcheck/3-124/4-md/POSCAR,md-first-frame
Ge43Sb86Te172,amorphous,300K,ysj/11-GSTcheck/3-124/2-quench/1-1000frames/3-opt/CONTCAR,0.02765,301,Qundao Xu,~/ysj/11-GSTcheck/3-124/2-quench/1-1000frames/3-opt/CONTCAR,opt-CONTCAR
Ge66Sb66Te165,amorphous,300K,ysj/11-GSTcheck/4-225/4-md/POSCAR,0.02778,297,Qundao Xu,~/ysj/11-GSTcheck/4-225/4-md/POSCAR,md-first-frame
Ge66Sb66Te165,amorphous,300K,ysj/11-GSTcheck/4-225/2-quench/2-2000frames/3-opt/CONTCAR,0.02776,297,Qundao Xu,~/ysj/11-GSTcheck/4-225/2-quench/2-2000frames/3-opt/CONTCAR,opt-CONTCAR
Ge66Sb66Te165,amorphous,300K,ysj/11-GSTcheck/5-326/4-md/POSCAR,0.02778,297,Qundao Xu,~/ysj/11-GSTcheck/5-326/4-md/POSCAR,md-first-frame
Ge81Sb54Te162,amorphous,300K,ysj/11-GSTcheck/5-326/2-quench/5-5000frames/3-opt/CONTCAR,0.02788,297,Qundao Xu,~/ysj/11-GSTcheck/5-326/2-quench/5-5000frames/3-opt/CONTCAR,opt-CONTCAR
Ge150Te150,amorphous,300K,ysj/11-GSTcheck/6-GeTe/2-quench/1-1000frames/3-opt/CONTCAR,0.0318,300,Qundao Xu,~/ysj/11-GSTcheck/6-GeTe/2-quench/1-1000frames/3-opt/CONTCAR,opt-CONTCAR
Sb120Te180,amorphous,300K,ysj/11-GSTcheck/7-Sb2Te3/2-quench/3-3000frames/3-opt/CONTCAR,0.02671,300,Qundao Xu,~/ysj/11-GSTcheck/7-Sb2Te3/2-quench/3-3000frames/3-opt/CONTCAR,opt-CONTCAR
Ge45Sb255,amorphous,300K,ysj/11-GSTcheck/8-GeSb/2-quench/5-5000frames/3-opt/CONTCAR,0.03107,300,Qundao Xu,~/ysj/11-GSTcheck/8-GeSb/2-quench/5-5000frames/3-opt/CONTCAR,opt-CONTCAR
Se300,amorphous,300K,ysj/12-GeSe_check/0-dos_check/0.0/opt/CONTCAR,0.02227,300,Qundao Xu,~/ysj/12-GeSe_check/0-dos_check/0.0/opt/CONTCAR,opt-CONTCAR
Ge90Se210,amorphous,300K,ysj/12-GeSe_check/0-dos_check/0.3/opt/CONTCAR,0.02647,300,Qundao Xu,~/ysj/12-GeSe_check/0-dos_check/0.3/opt/CONTCAR,opt-CONTCAR
